,Unnamed: 0,review,rating,date,bank,source,distilbert_sentiment,distilbert_label,distilbert_score,vader_sentiment,textblob_sentiment,distilbert_numerical
391,391,very good,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
392,392,best app,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999686598777771}",POSITIVE,0.999686598777771,positive,positive,1
393,393,The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998503923416138}",POSITIVE,0.9998503923416138,positive,positive,1
394,394,excellent app,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998356103897095}",POSITIVE,0.9998356103897095,positive,positive,1
395,395,easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9979179501533508}",POSITIVE,0.9979179501533508,positive,positive,1
396,396,good,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
397,397,very nice,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998563528060913}",POSITIVE,0.9998563528060913,positive,positive,1
398,398,አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9200406670570374}",NEGATIVE,0.9200406670570374,neutral,neutral,-1
399,399,well software,5,2025-03-31,Commercial Bank of Ethiopia (CBE),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999262273311615}",POSITIVE,0.999262273311615,positive,neutral,1
400,400,it's not working,3,2025-06-05,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997857213020325}",NEGATIVE,0.9997857213020325,neutral,neutral,-1
401,401,"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994151592254639}",NEGATIVE,0.9994151592254639,negative,positive,-1
402,402,exceptional,5,2025-06-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998514652252197}",POSITIVE,0.9998514652252197,neutral,positive,1
403,403,BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9984728693962097}",POSITIVE,0.9984728693962097,positive,positive,1
404,404,this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9934743046760559}",NEGATIVE,0.9934743046760559,neutral,neutral,-1
405,405,This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9971383810043335}",NEGATIVE,0.9971383810043335,neutral,neutral,-1
406,406,BoA system is confartable,5,2025-06-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9980142116546631}",NEGATIVE,0.9980142116546631,neutral,neutral,-1
407,407,"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998049139976501}",NEGATIVE,0.9998049139976501,negative,negative,-1
408,408,Good service.,3,2025-05-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998533725738525}",POSITIVE,0.9998533725738525,positive,positive,1
409,409,the app crush frequently,1,2025-05-24,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.998525083065033}",NEGATIVE,0.998525083065033,negative,positive,-1
410,410,good,5,2025-05-22,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
411,411,You guys keeps getting worst,1,2025-05-22,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997075200080872}",NEGATIVE,0.9997075200080872,negative,negative,-1
412,412,good,5,2025-05-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
413,413,"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9990266561508179}",NEGATIVE,0.9990266561508179,positive,positive,-1
414,414,BoA,2,2025-05-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7410542368888855}",NEGATIVE,0.7410542368888855,neutral,neutral,-1
415,415,good,5,2025-05-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
416,416,but not opening on android,4,2025-05-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9952228665351868}",NEGATIVE,0.9952228665351868,neutral,neutral,-1
417,417,Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997984766960144}",NEGATIVE,0.9997984766960144,negative,negative,-1
418,418,amazing,5,2025-05-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999875545501709}",POSITIVE,0.999875545501709,positive,positive,1
419,419,excellent app,4,2025-05-16,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998356103897095}",POSITIVE,0.9998356103897095,positive,positive,1
420,420,excellent,5,2025-05-15,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998434782028198}",POSITIVE,0.9998434782028198,positive,positive,1
421,421,ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7850590348243713}",NEGATIVE,0.7850590348243713,neutral,neutral,-1
422,422,"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9992283582687378}",NEGATIVE,0.9992283582687378,negative,neutral,-1
423,423,nice,5,2025-05-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
424,424,"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9994921684265137}",NEGATIVE,0.9994921684265137,negative,positive,-1
425,425,Best app,5,2025-05-09,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999686598777771}",POSITIVE,0.999686598777771,positive,positive,1
426,426,liking this application good 👍,5,2025-05-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9996829032897949}",POSITIVE,0.9996829032897949,positive,positive,1
427,427,"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9989790916442871}",NEGATIVE,0.9989790916442871,negative,positive,-1
428,428,good,5,2025-05-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
429,429,good,5,2025-05-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
430,430,good,4,2025-04-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
431,431,good,4,2025-04-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998161196708679}",POSITIVE,0.9998161196708679,positive,positive,1
432,432,wow,5,2025-04-28,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999592125415802}",POSITIVE,0.999592125415802,positive,positive,1
433,433,it's really good 👍,5,2025-04-23,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998701810836792}",POSITIVE,0.9998701810836792,positive,positive,1
434,434,Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995198249816895}",NEGATIVE,0.9995198249816895,negative,negative,-1
435,435,"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997255206108093}",NEGATIVE,0.9997255206108093,neutral,neutral,-1
436,436,Best,2,2025-04-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997941851615906}",POSITIVE,0.9997941851615906,positive,positive,1
437,437,It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-19,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996699094772339}",NEGATIVE,0.9996699094772339,negative,negative,-1
438,438,yideg,1,2025-04-18,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7675821781158447}",NEGATIVE,0.7675821781158447,neutral,neutral,-1
439,439,አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.7850590348243713}",NEGATIVE,0.7850590348243713,neutral,neutral,-1
440,440,great boa,5,2025-04-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9992689490318298}",POSITIVE,0.9992689490318298,positive,positive,1
441,441,Best,5,2025-04-10,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9997941851615906}",POSITIVE,0.9997941851615906,positive,positive,1
442,442,boa of mobile backing,5,2025-04-09,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.980626106262207}",NEGATIVE,0.980626106262207,neutral,neutral,-1
443,443,nice,5,2025-04-09,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998552799224854}",POSITIVE,0.9998552799224854,positive,positive,1
444,444,faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9722142815589905}",POSITIVE,0.9722142815589905,neutral,neutral,1
445,445,i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996716976165771}",NEGATIVE,0.9996716976165771,negative,positive,-1
446,446,it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.999774158000946}",NEGATIVE,0.999774158000946,positive,negative,-1
447,447,like,5,2025-04-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9910564422607422}",POSITIVE,0.9910564422607422,positive,neutral,1
448,448,it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998013377189636}",NEGATIVE,0.9998013377189636,neutral,neutral,-1
449,449,"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9575353264808655}",POSITIVE,0.9575353264808655,positive,positive,1
450,450,after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.5856854915618896}",NEGATIVE,0.5856854915618896,positive,positive,-1
451,451,good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9693678617477417}",NEGATIVE,0.9693678617477417,positive,positive,-1
452,452,very good,5,2025-04-03,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
453,453,thank you,5,2025-04-02,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998352527618408}",POSITIVE,0.9998352527618408,positive,neutral,1
454,454,it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-04-01,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9990907907485962}",NEGATIVE,0.9990907907485962,neutral,neutral,-1
455,455,"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9973751306533813}",NEGATIVE,0.9973751306533813,neutral,neutral,-1
456,456,good application,5,2025-03-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999854564666748}",POSITIVE,0.999854564666748,positive,positive,1
457,457,this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995684027671814}",NEGATIVE,0.9995684027671814,neutral,neutral,-1
458,458,"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9996182918548584}",NEGATIVE,0.9996182918548584,negative,positive,-1
459,459,always problematic hardly works,1,2025-03-26,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9995555281639099}",NEGATIVE,0.9995555281639099,negative,negative,-1
460,460,considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9997418522834778}",NEGATIVE,0.9997418522834778,positive,positive,-1
461,461,best app,5,2025-03-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.999686598777771}",POSITIVE,0.999686598777771,positive,positive,1
462,462,very good,5,2025-03-25,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'POSITIVE', 'score_distilbert': 0.9998520612716675}",POSITIVE,0.9998520612716675,positive,positive,1
463,463,"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia (BOA),Google Play Store,"{'sentiment_distilbert': 'NEGATIVE', 'score_distilbert': 0.9998050332069397}",NEGATIVE,0.9998050332069397,negative,negative,-1
